Group,Date,Class,Type,Number,Link
FNAM,06-24-23,FN,AM,C_7.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/AM/C_7.jpg
FNAM,06-24-23,FN,AM,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/AM/C_10.jpg
FNAM,06-15-23,FN,AM,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/AM/C_16.jpg
FNAM,06-15-23,FN,AM,C_14.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/AM/C_14.jpg
FNAM,06-24-23,FN,AM,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/AM/C_8.jpg
FNAM,06-25-23,FN,AM,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/AM/C_4.jpg
FNAM,06-25-23,FN,AM,C_1.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/AM/C_1.jpg
FNAM,06-25-23,FN,AM,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/AM/C_16.jpg
FNAM,06-19-23,FN,AM,C_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/AM/C_11.jpg
FNAM,06-23-23,FN,AM,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/AM/C_4.jpg
FNAM,06-18-23,FN,AM,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-18-23/FN/AM/C_2.jpg
FNAM,06-26-23,FN,AM,C_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/AM/C_5.jpg
FNAM,06-23-23,FN,AM,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/AM/C_2.jpg
FNAM,06-26-23,FN,AM,C_15.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/AM/C_15.jpg
FNAM,06-26-23,FN,AM,C_9.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/AM/C_9.jpg
FNAMF,06-21-23,FN,AMF,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/FN/AMF/C_8.jpg
FNAMF,06-19-23,FN,AMF,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/AMF/C_4.jpg
FNAMF,06-21-23,FN,AMF,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/FN/AMF/C_10.jpg
FNAMF,06-22-23,FN,AMF,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/FN/AMF/C_8.jpg
FNAMF,06-16-23,FN,AMF,C_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/FN/AMF/C_11.jpg
FNAMF,06-24-23,FN,AMF,C_7.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/AMF/C_7.jpg
FNAMF,06-24-23,FN,AMF,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/AMF/C_10.jpg
FNAMF,06-15-23,FN,AMF,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/AMF/C_16.jpg
FNAMF,06-15-23,FN,AMF,C_14.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/AMF/C_14.jpg
FNAMF,06-24-23,FN,AMF,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/AMF/C_8.jpg
FNAMF,06-25-23,FN,AMF,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/AMF/C_4.jpg
FNAMF,06-25-23,FN,AMF,C_1.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/AMF/C_1.jpg
FNAMF,06-25-23,FN,AMF,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/AMF/C_16.jpg
FNAMF,06-19-23,FN,AMF,C_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/AMF/C_11.jpg
FNAMF,06-23-23,FN,AMF,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/AMF/C_4.jpg
FNAMF,06-18-23,FN,AMF,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-18-23/FN/AMF/C_2.jpg
FNAMF,06-26-23,FN,AMF,C_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/AMF/C_5.jpg
FNAMF,06-23-23,FN,AMF,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/AMF/C_2.jpg
FNAMF,06-26-23,FN,AMF,C_15.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/AMF/C_15.jpg
FNAMF,06-26-23,FN,AMF,C_9.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/AMF/C_9.jpg
FNPM,06-21-23,FN,PM,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/FN/PM/C_8.jpg
FNPM,06-19-23,FN,PM,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/PM/C_4.jpg
FNPM,06-21-23,FN,PM,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/FN/PM/C_10.jpg
FNPM,06-22-23,FN,PM,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/FN/PM/C_8.jpg
FNPM,06-16-23,FN,PM,C_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/FN/PM/C_11.jpg
FNPM,06-24-23,FN,PM,C_7.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/PM/C_7.jpg
FNPM,06-24-23,FN,PM,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/PM/C_10.jpg
FNPM,06-15-23,FN,PM,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/PM/C_16.jpg
FNPM,06-15-23,FN,PM,C_14.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/PM/C_14.jpg
FNPM,06-24-23,FN,PM,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/PM/C_8.jpg
FNPM,06-25-23,FN,PM,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/PM/C_4.jpg
FNPM,06-25-23,FN,PM,C_1.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/PM/C_1.jpg
FNPM,06-25-23,FN,PM,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/PM/C_16.jpg
FNPM,06-19-23,FN,PM,C_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/PM/C_11.jpg
FNPM,06-23-23,FN,PM,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/PM/C_4.jpg
FNPM,06-18-23,FN,PM,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-18-23/FN/PM/C_2.jpg
FNPM,06-26-23,FN,PM,C_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/PM/C_5.jpg
FNPM,06-23-23,FN,PM,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/PM/C_2.jpg
FNPM,06-26-23,FN,PM,C_15.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/PM/C_15.jpg
FNPM,06-26-23,FN,PM,C_9.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/PM/C_9.jpg
FNPMF,06-21-23,FN,PMF,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/FN/PMF/C_8.jpg
FNPMF,06-19-23,FN,PMF,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/PMF/C_4.jpg
FNPMF,06-21-23,FN,PMF,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/FN/PMF/C_10.jpg
FNPMF,06-22-23,FN,PMF,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/FN/PMF/C_8.jpg
FNPMF,06-16-23,FN,PMF,C_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/FN/PMF/C_11.jpg
FNPMF,06-24-23,FN,PMF,C_7.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/PMF/C_7.jpg
FNPMF,06-24-23,FN,PMF,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/PMF/C_10.jpg
FNPMF,06-15-23,FN,PMF,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/PMF/C_16.jpg
FNPMF,06-15-23,FN,PMF,C_14.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/PMF/C_14.jpg
FNPMF,06-24-23,FN,PMF,C_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/FN/PMF/C_8.jpg
FNPMF,06-25-23,FN,PMF,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/PMF/C_4.jpg
FNPMF,06-25-23,FN,PMF,C_1.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/PMF/C_1.jpg
FNPMF,06-25-23,FN,PMF,C_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/PMF/C_16.jpg
FNPMF,06-19-23,FN,PMF,C_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/PMF/C_11.jpg
FNPMF,06-23-23,FN,PMF,C_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/PMF/C_4.jpg
FNPMF,06-18-23,FN,PMF,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-18-23/FN/PMF/C_2.jpg
FNPMF,06-26-23,FN,PMF,C_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/PMF/C_5.jpg
FNPMF,06-23-23,FN,PMF,C_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/FN/PMF/C_2.jpg
FNPMF,06-26-23,FN,PMF,C_15.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/PMF/C_15.jpg
FNPMF,06-26-23,FN,PMF,C_9.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/FN/PMF/C_9.jpg
